ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE
33892	Bantawa	to drink	to drink	duŋma (duŋu)	d u ŋ				2228			Jongens2009:425	
33893	Bantawa	to drink; usage for specific liquids	to drink	hopma (hoptu)	h o p t				1897			Jongens2009:432	
33894	Bantawa	to dry (intr), to be dry	dry	cʰopma (cʰoa)	tsʰ o p				766			Jongens2009:422	
33895	Bantawa	early	the ear	nabak	n a b a k				32			Jongens2009:449	
33896	Bantawa	early	early	rimrim	r i m r i m				767			Jongens2009:458	
33897	Bantawa	clay, soil, mud, sand	the earth (soil)	bakʰa	b a k͏ʰ a				768			Jongens2009:412	
33898	Bantawa	world, earth	the earth (soil)	henkʰamma	h e n k͏ʰ a m m a				769			Jongens2009:430	
33899	Bantawa	earthworm	the earthworm	walempacʰɨk	w a l e m p a tsʰ ɨ k				2606			Jongens2009:469	
33900	Bantawa	to eat	to eat	cama	ts a				3419			Jongens2009:416	
33901	Bantawa	egg (generic); also used for testicle	the egg	din	d i n				3399			Jongens2009:424	
33902	Bantawa	?questionable	eight	lek-ka	l e k + k a				770			Jongens2009:113	
33903	Bantawa		eight	rek-wa	r e k + w a				770			Jongens2009:	
33904	Bantawa	eye	the eye	mɨk	m ɨ k				4			Jongens2009:448	
33905	Bantawa	over there, far away	far	hyana	h j a n a				771			Jongens2009:433	
33906	Bantawa	father	the father	pa	p a				107			Jongens2009:454	
33907	Bantawa	hair, hear, feathers	the feather	mɨwa	m ɨ w a				772			Jongens2009:448	
33908	Bantawa	to fight (physical, not with the mouth)	to fight	mɨma	m ɨ m a				773			Jongens2009:448	
33909	Bantawa	fire	the fire	miri	m i r i				1746			Jongens2009:448	
33910	Bantawa	*sɨŋ cʰamma* splice firewood	firewood	sɨŋ	s ɨ ŋ				6006			Jongens2009:419	
33911	Bantawa	fish	the fish	ŋa	ŋ a				186			Jongens2009:452	
33912	Bantawa	five	five	cʰuk-ka	tsʰ u k + k a				775			Jongens2009:423	
33913	Bantawa	flea	the flea	kippa	k i p p a				660			Jongens2009:437	
33914	Bantawa	to flow	to flow	sonma	s o n				776			Jongens2009:463	
33915	Bantawa	flower	the flower	buŋwa	b u ŋ w a				201			Jongens2009:415	
33916	Bantawa	to fly	to fly (move through air)	penma	p e r	cf the LFH article on proto-Kiranti			10208			Jongens2009:455	
33917	Bantawa	foot	the foot	laŋkubak	l a ŋ k u b a k				129			Jongens2009:443	
33918	Bantawa	forest	the forest	koŋkʰi	k o ŋ k͏ʰ i				2629			Jongens2009:438	
33920	Bantawa	four	four	lek-ka	l e k + k a				263			Jongens2009:443	
33921	Bantawa	frog	the frog	bʰorop	bʱ o r o p				145			Jongens2009:416	
33922	Bantawa	frog	the frog	paŋtok	p a ŋ t o k				781			Jongens2009:454	
33923	Bantawa	front	the front (front side)	bu	b u				782			Jongens2009:414	
33924	Bantawa	fruit, as a classifier noun	the fruit	si	s i				3525			Jongens2009:462	
33925	Bantawa	fruit	the fruit	sɨŋsiwa	s ɨ ŋ s i w a				3525			Jongens2009:461	
33926	Bantawa	all, full, completely	full	bʰeplo	bʱ e p l o				783			Jongens2009:415	
33927	Bantawa	to give	to give	pɨma (pɨ)	p ɨ				1913			Jongens2009:455	
33928	Bantawa	goat	the goat	cʰengara	tsʰ e n g a r a				664			Jongens2009:420	
33929	Bantawa	good, good-natured	good	nuwak	n u w a k				619			Jongens2009:452	
33930	Bantawa	grass	the grass	gʰãsa	gʱ ã s a		IA		1094			Jongens2009:429	
33931	Bantawa	hail	the hail	naŋ	n a ŋ				785			Jongens2009:450	
33932	Bantawa	hair (of the head)	the hair (of the head)	taŋmɨwa	t a ŋ m ɨ w a				2014			Jongens2009:464	
33933	Bantawa	hand	the hand	cʰuk-ka	tsʰ u k + k a				786			Jongens2009:422	
33934	Bantawa	be hard	hard	cʰakma (cʰakta)	tsʰ a k t				787			Jongens2009:419	
33935	Bantawa		he or she [third person singular]	kʰo	k͏ʰ o				788			Jongens2009:94	
33936	Bantawa	head	the head	taŋ	t a ŋ				789			Jongens2009:464	
33937	Bantawa	(antip) to hear	to hear	enma (enu)	e n				2652			Jongens2009:428	
33938	Bantawa	hart, the physical heart	the heart	cuwa	ts u w a				669			Jongens2009:419	
33939	Bantawa	heavy	heavy	gəhək	g ə h ə k		IA		790			Jongens2009:428	
33940	Bantawa	here (adverb)	here	otni	o t n i				6546			Jongens2009:454	
33941	Bantawa	2. to cover, to hide (from view)	to hide (conceal)	kumma	k u m				792			Jongens2009:434	
33942	Bantawa	long, tall	high / tall	ɨkiwaŋ	ɨ k i w a ŋ				793			Jongens2009:433	
33943	Bantawa	to be high	high / tall	jʰonma (jʰonta)	dzʱ o n m a				794			Jongens2009:435	
33944	Bantawa	(antip) to hold (small things), to grab, to take	to hold	kɨkma (kɨktu)	k ɨ k t				795			Jongens2009:437	
33945	Bantawa	hoof	the hoof	kʰura	k͏ʰ u r a		IA		796			Jongens2009:442	
33946	Bantawa	horse	the horse	kʰiyɨŋma	k͏ʰ i j ɨ ŋ m a				6618			Jongens2009:441	
33947	Bantawa	be hot	hot	hakma (hakta)	h a k t				797			Jongens2009:429	
33948	Bantawa	house	the house	kʰim	k͏ʰ i m				209			Jongens2009:441	
33949	Bantawa	to chase in a hunt	to hunt	onma (onta)	o n t				798			Jongens2009:453	
33950	Bantawa	husband, old man (affectionately)	the husband	pasɨŋ	p a s ɨ ŋ				6548			Jongens2009:454	
33951	Bantawa		I [first person singular]	ɨŋka	ɨ ŋ k a				29722			Jongens2009:94	
33952	Bantawa	hole, inside	inside	hut	h u t				800			Jongens2009:432	
33953	Bantawa	inside (postp)	inside	hutda	h u t d a				800			Jongens2009:432	
33954	Bantawa	to kill; when in middle conjugation, 'to be killed' used figuratively for 'to be drunk'	to kill	setma	s e t				3125			Jongens2009:461	
33955	Bantawa	to make clay, to knead	to knead	dɨpma	d ɨ p				801			Jongens2009:424	
33956	Bantawa	knee	the knee	tumpɨcʰɨk	t u m p ɨ tsʰ ɨ k				672			Jongens2009:466	
33957	Bantawa	small knife one that comes with a khukuri (stuck in the handle)	knife	curi	ts u r i				6616			Jongens2009:419	
33958	Bantawa	khukuri, big knife	knife	dabi	d a b i				6617			Jongens2009:423	
33960	Bantawa	lake	the lake	watamkʰan	w a t a m k͏ʰ a n				802			Jongens2009:469	
33961	Bantawa	be late	late	paŋma (paŋsa)	p a ŋ m a				803			Jongens2009:454	
33962	Bantawa	to laugh	to laugh	ima (iya)	i				438			Jongens2009:434	
33963	Bantawa	branch, leaf	the leaf	kusi	k u s i				2676			Jongens2009:439	
33964	Bantawa	to know how to do something; to learn (how to do something)	to learn	lema (lesu)	l e s				805			Jongens2009:444	
33965	Bantawa	413	left	beŋwa	b e ŋ w a				806			Jongens2009:	
33966	Bantawa	to lick	to lick	lekma (lea)	l e k				101			Jongens2009:444	
33967	Bantawa	(middle) to turn over, to lie down	to lie down	anma (alu)	a n t				2681			Jongens2009:411	
33968	Bantawa	to make fall, to lie down	to lie down	dɨma (dɨsu)	d ɨ s				808			Jongens2009:424	
33969	Bantawa	light, of weight; lightweight	light (of weight)	yaŋlok	j a ŋ l o k				10542			Jongens2009:471	
33970	Bantawa	lip	the lip (the lips)	dosiwa	d o s i w a				809			Jongens2009:425	
33971	Bantawa	liver	the liver	luŋmak	l u ŋ m a k				52			Jongens2009:446	
33972	Bantawa	long, tall	long	ɨkiwaŋ	ɨ k i w a ŋ				810			Jongens2009:433	
33973	Bantawa	louse; headlouse	the louse	sit	s i t				2077			Jongens2009:462	
33974	Bantawa	2. lung	the lung	som	s o m				2691			Jongens2009:462	
33975	Bantawa	man, person	the man (male human)	mɨna	m ɨ n a				710			Jongens2009:448	
33976	Bantawa	many, more	many	cɨlok	ts ɨ l o k				2694			Jongens2009:417	
33977	Bantawa	to marry [from biha “marriage” + muma “to do”]	to marry (a man marries a woman)	biha muma	b i h a _ m u m a		IA		2695			Jongens2009:413	
33978	Bantawa	meat, flesh, muscles; a nominal suffix for animals	the meat	sa	s a				10227			Jongens2009:459	
33979	Bantawa	middle [Nepali	middle	majʰan	m a dzʱ a n		IA		812			Jongens2009:446	
33980	Bantawa	moon	the moon	ladip	l a d i p				2081			Jongens2009:443	
33981	Bantawa	morning	morning	wayɨŋ	w a j ɨ ŋ				8			Jongens2009:470	
33982	Bantawa	mosquito	the mosquito	koŋkoŋma	k o ŋ k o ŋ m a				814			Jongens2009:438	
33983	Bantawa	mother	the mother	ma	m a				143			Jongens2009:446	
33984	Bantawa	mountain, snow mountain	the mountain	comcuri	ts o m ts u r i				815			Jongens2009:418	
33985	Bantawa	rat [rat is generic term for mouse]	the mouse or rat	cɨkyɨ	ts ɨ k j ɨ				10424			Jongens2009:417	
33986	Bantawa	mouth	the mouth	do	d o				2706			Jongens2009:424	
33987	Bantawa	clay, soil, mud, sand	the mud	bakʰa	b a k͏ʰ a				680			Jongens2009:412	
33988	Bantawa	nail, fingernail	the nail (fingernail or claw)	tumbulik	t u m b u l i k				2902			Jongens2009:466	
33989	Bantawa	name	the name	nɨŋ	n ɨ ŋ				18			Jongens2009:451	
33990	Bantawa	neck, throat (outside, front of the neck)	the neck	pot	p o t				2937			Jongens2009:456	
33991	Bantawa	needle, pin	the needle (for sewing)	lupmit	l u p m i t				819			Jongens2009:446	
33992	Bantawa	new	new	nuŋwa	n u ŋ w a				257			Jongens2009:452	
33993	Bantawa		nine	nu-ka	n u + k a				487			Jongens2009:113	
33994	Bantawa	nose	the nose	nabu	n a b u				2090			Jongens2009:449	
33995	Bantawa	one	one	ɨk	ɨ k				117			Jongens2009:113	
33996	Bantawa	outside, the yard (outside of the house)	outside	buŋkʰa	b u ŋ k͏ʰ a				820			Jongens2009:414	
33997	Bantawa	pig	the pig	bʰak	bʱ a k				2092			Jongens2009:415	
33998	Bantawa	to plant, to sow	to plant (vegetals, rice)	litma (littu)	l i t t				722			Jongens2009:445	
33999	Bantawa	to play (as of children) [compare nam “sun” + lokma “to boil”]	to play	nam lokma	n a m _ l o k m a				3134			Jongens2009:445	
34000	Bantawa	(middle) to pull	to pull	kʰɨnma	k͏ʰ ɨ n t				822			Jongens2009:441	
34001	Bantawa	1. to support, 2. to push	to push	tomma (tomtu)	t o m t				3154			Jongens2009:465	
34002	Bantawa	rain, also root for ‘liquid’ in many compounds	the rain	wa	w a				10234			Jongens2009:469	
34003	Bantawa	rainbow	the rainbow	nakɨmaŋ	n a k ɨ m a ŋ				824			Jongens2009:450	
34004	Bantawa	to sit [seems to be used for “to live”, cf p. 414, “earlier I lived in Kathmandu”]	to reside (live)	yuŋma (yuŋa)	j u ŋ				825			Jongens2009:472	
34005	Bantawa	rice plant	the rice plant	kaya	k a j a	Cannot verify as I do not have Jongens 2009. LSCannot find this form in Rai 1985/stedt.			6626			Jongens2009:436	
34006	Bantawa	right, right hand side	right	camaŋwa	ts a m a ŋ w a				826			Jongens2009:416	
34007	Bantawa	river, smaller rier that grows and shrinks significantly with the season	the river	hoŋku	h o ŋ k u				827			Jongens2009:432	
34008	Bantawa	big river, sea	the river	yaŋwama	j a ŋ w a m a				686			Jongens2009:471	
34009	Bantawa	way, road, path, doorway	the road	lam	l a m				2206			Jongens2009:443	
34010	Bantawa	root, foot (of mountain)	the root	b_en	bʱ e n	cognate with Lushai-Bokar ?			828			Jongens2009:415	
34011	Bantawa	rope, string	the rope	hatdeuri	h a t d e u r i				2753			Jongens2009:430	
34012	Bantawa	rope	the rope	makyɨ	m a k j ɨ				829			Jongens2009:446	
34013	Bantawa	round, with the round side up	round	bomka	b o m k a				830			Jongens2009:414	
34014	Bantawa	to run	to run	lotma (lora)	l o t				831			Jongens2009:446	
34015	Bantawa	salt	the salt	yum	j u m				687			Jongens2009:472	
34016	Bantawa	to be salty	salty	yumma	j u m m a				832			Jongens2009:472	
34017	Bantawa	clay, soil, mud, sand	the sand	bakʰa	b a k͏ʰ a				10566			Jongens2009:412	
34018	Bantawa	(antip) to scratch, to tear (at the wall); to grab (with claws)	to scratch	pamma (pamtu)	p a m t				833			Jongens2009:454	
34019	Bantawa	to scratch on an itchy place	to scratch	wamma (wamtu)	w a m t				834			Jongens2009:469	
34020	Bantawa	big river, sea	the sea	yaŋwama	j a ŋ w a m a				6627			Jongens2009:471	
34021	Bantawa	to see; to look at, to watch	to see	copma	ts o p				836			Jongens2009:418	
34022	Bantawa	seed	the seed	luwa	l u w a				837			Jongens2009:446	
34023	Bantawa		seven	rek-ka	r e k + k a				838			Jongens2009:113	
34024	Bantawa	to sharpen	sharp	sepma (septu)	s e p t				839			Jongens2009:461	
34025	Bantawa	sheep	the sheep	bʰepsa	bʱ e p s a				1545			Jongens2009:415	
34026	Bantawa	sheep	the sheep	mekʰara	m e k͏ʰ a r a				2780			Jongens2009:447	
34027	Bantawa	to shoot something, hit	to shoot (an arrow)	pʰitma (pʰittu)	pʰ i t t				841			Jongens2009:458	
34028	Bantawa	shoulder	the shoulder	bʰaktaŋ	bʱ a k t a ŋ				13			Jongens2009:415	
34029	Bantawa	sickle; grass-cutting knive (used by women)	the sickle	kombi	k o m b i				6619			Jongens2009:438	
34030	Bantawa	to speak, to sing, to perform	to sing	luma (luwa)	l u				842			Jongens2009:445	
34031	Bantawa		six	sek-ka	s e k + k a				843			Jongens2009:113	
34032	Bantawa	skin	the skin	hokwa	h o k w a				689			Jongens2009:431	
34033	Bantawa	horse	the sky	ninama	n i n a m a				254			Jongens2009:441	
34034	Bantawa	to sleep	to sleep	imma (imsa)	i m s				2244			Jongens2009:434	
34035	Bantawa	be small	small	citko	ts i t k o				844			Jongens2009:418	
34036	Bantawa	to smell (vt)	to smell (perceive odor) [transitive]	namma (namsu)	n a m s				67			Jongens2009:450	
34037	Bantawa	smoke	the smoke	tuŋkʰu	t u ŋ k͏ʰ u				68			Jongens2009:466	
34038	Bantawa	snake	the snake	pɨ	p ɨ				3590			Jongens2009:455	
34039	Bantawa	snow or snow mountain	the snow	cuncurukwa	ts u n ts u r u k w a				846			Jongens2009:418	
34040	Bantawa	be soft, be tender	soft	notma (notta)	n o t t				847			Jongens2009:451	
34041	Bantawa	son, boy, male person	the son	duwacʰa	d u w a tsʰ a				73			Jongens2009:425	
34042	Bantawa	spider	the spider	yagʰaŋma	j a gʱ a ŋ m a				848			Jongens2009:471	
34043	Bantawa	to spit (in general, at the ground)	to spit	tʰuŋma (tʰuŋsu)	tʰ u ŋ s				849			Jongens2009:468	
34044	Bantawa	to stand, be upright	to stand	epma (ewa)	e p				2246			Jongens2009:428	
34045	Bantawa	star	the star	saŋken	s a ŋ k e n				10319			Jongens2009:460	
34046	Bantawa	(antip) to steal, to be a thief	to steal	kʰɨma (kʰɨsu)	k͏ʰ ɨ s				10464			Jongens2009:441	
34047	Bantawa	stone, generic term (mass)	the stone (a piece of)	luŋ	l u ŋ				81			Jongens2009:446	
34049	Bantawa	straight	straight	samucʰe	s a m u tsʰ e				851			Jongens2009:460	
34050	Bantawa	sun	the sun	nam	n a m				86			Jongens2009:450	
34051	Bantawa	tail	the tail	miri	m i r i				853			Jongens2009:448	
34052	Bantawa		ten	ina-nam-	i n a + n a m +				854			Jongens2009:113	
34053	Bantawa	that (pronoun)	that	mo	m o				6594			Jongens2009:449	
34054	Bantawa	there (down from here) (adverb)	there	moyu	m o j u				6595			Jongens2009:449	
34055	Bantawa	thigh	the thigh	dʰilaŋ	dʱ i l a ŋ				2803			Jongens2009:427	
34057	Bantawa	o think, remember.	to think (reflect)	minma (mittu)	m i t t				2575			Jongens2009:448	
34058	Bantawa	this (pronoun)	this	oko	o k o				6596			Jongens2009:453	
34059	Bantawa	you (sg.)	thou [second person singular]	kʰana	k͏ʰ a n a				2810			Jongens2009:440	
34060	Bantawa	three, root sum-	three	sum-ka	s u m + k a				283			Jongens2009:465	
34061	Bantawa	to throw with stones	to throw	kokma (kou)	k o k				3467			Jongens2009:437	
34062	Bantawa	to throw (away, seeds)	to throw	wetma (weru)	w e t				857			Jongens2009:470	
34063	Bantawa	thunder	the thunder	kuluŋdippa	k u l u ŋ d i p p a				858			Jongens2009:438	
34064	Bantawa	tiger, Bengal tiger	the tiger	dʰinara	dʱ i n a r a				859			Jongens2009:427	
34065	Bantawa	today, this day	today	ayɨ	a j ɨ				860			Jongens2009:411	
34066	Bantawa	tomorrow	tomorrow	maŋkolen	m a ŋ k o l e n				2822			Jongens2009:447	
34067	Bantawa	tongue	the tongue	lem	l e m				2825			Jongens2009:444	
34068	Bantawa	tooth, teeth	the tooth (front)	kɨŋ	k ɨ ŋ				2828			Jongens2009:437	
34069	Bantawa	wood, tree	the tree	sɨŋ	s ɨ ŋ				3396			Jongens2009:461	
34070	Bantawa	two	two	hɨwa	h ɨ w a				2914			Jongens2009:431	
34071	Bantawa	to vomit	to vomit	pema (pesa)	p e s				736			Jongens2009:454	
34072	Bantawa	to walk, to go	to walk	bitma	b i t t				2833			Jongens2009:413	
34073	Bantawa	water	the water	cakwa	ts a k w a				2834			Jongens2009:416	
34074	Bantawa	we (inclusive plural)	we [first person plural inclusive]	ankan	a n k a n				2857			Jongens2009:411	
34075	Bantawa	be wet	wet	hopma (hoa)	h o p				2840			Jongens2009:432	
34076	Bantawa	what?	what	di	d i				6603			Jongens2009:	
34077	Bantawa	what - possessive form, ‘his what’, what of him?. khosaîa hdi cinma? ‘what knowledge does he have?’	what	ɨdi	ɨ d i				6603			Jongens2009:433	
34078	Bantawa	wheat, grain	the wheat	tɨcʰoŋ	t ɨ tsʰ o ŋ				6634			Jongens2009:464	
34079	Bantawa	where, at what location?	where	kʰada	k͏ʰ a d a				6604			Jongens2009:439	
34080	Bantawa	be white	white	omma	o m				740			Jongens2009:453	
34081	Bantawa	who (singular)	who	saŋ	s a ŋ				2848			Jongens2009:460	
34082	Bantawa	wife, old woman (affectionally used for wife)	the wife	masɨng	m a s ɨ n g				6606			Jongens2009:447	
34083	Bantawa	wind, air	the wind	hɨk	h ɨ k				867			Jongens2009:430	
34084	Bantawa	wing, fin (of a fish)	the wing	lap	l a p				135			Jongens2009:443	
34085	Bantawa	to wipe, to smear; to apply paint	to wipe	laŋma (laŋsu)	l a ŋ s				868			Jongens2009:443	
34086	Bantawa	woman	the woman	ma	m a				869			Jongens2009:446	
34087	Bantawa	wood, tree	the wood (material)	sɨŋ	s ɨ ŋ				2974			Jongens2009:461	
34088	Bantawa	year, a year	the year	doŋ	d o ŋ				2220			Jongens2009:425	
34089	Bantawa	yesterday	yesterday	akʰomaŋ	a k͏ʰ o m a ŋ				870			Jongens2009:412	
34090	Bantawa	you all	you [second person plural]	kʰananin	k͏ʰ a n a n i n				6608			Jongens2009:440	
34091	Bantawa	excrement, manure, stool	the shit	kʰɨ	k͏ʰ ɨ				29700			Jongens2009:441	
34092	Bantawa		to know (something)	sinma	s i n t				872				
34093	Old_Tibetan		to throw	ɴpʰen	ɴ pʰ e n				873				
34095	Byangsi		the shit	i:	iː	glossed as 'stool'; uvulars seem to go to velars in Byangsi (khu 'smoke', kha 'kidney'). An AA word, like 'egg'	AA		120				
34096	Xiandao	pit / stone	the stone (a piece of)	luʔ⁵⁵koʔ⁵⁵	l u ʔ ⁵⁵ k o ʔ ⁵⁵	BED data has the word for "pit", not for stone. @lingulist			874			Huang1992	
34097	Achang_Longchuan	all 1	all	pʐa⁵⁵pʐa⁵⁵	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	bad concept			8001			Huang1992	
34098	Rangoon		to fly (move through air)	pjɑ̃²²	p j ɑ̃ ∼ ²²				10206			Huang1992	
34099	Lashi	all 1	all	pan³¹ʃɔ̱ʔ⁵⁵	p a n ³¹ + ʃ ɔ̰ ʔ ⁵⁵	bad concept			8003			Huang1992	
34100	Maru	all 1	all	pəŋ³¹ʃɔʔ⁵⁵	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	bad concept			8003			Huang1992	
34101	Xiandao	all 4	all	chot⁵⁵	cʰ o t ⁵⁵	bad concept			8004			Huang1992	
34102	Atsi	all 2	all	lu̱ŋ⁵⁵la̱ŋ⁵⁵	l ṵ ŋ ⁵⁵ + l a̰ ŋ ⁵⁵	bad concept			8005			Huang1992	
34103	Bola	all 2	all	a³¹la̱p⁵⁵	a ³¹ + l a̰ p ⁵⁵	bad concept			8006			Huang1992	
34104	Achang_Longchuan	straight	straight	tan³¹	t a n ³¹				877			Huang1992	
34105	Atsi	straight	straight	ŋjaŋ⁵¹	ŋ j a ŋ ⁵¹				878			Huang1992	
34106	Bola	straight	straight	tɛ̃³⁵	t ɛ̃ ∼ ³⁵				877			Huang1992	
34107	Lashi	straight	straight	taːn³³	t aː n ³³				877			Huang1992	
34108	Maru	straight	straight	ŋiɔ̃⁵⁵	ŋ i ɔ̃ ∼ ⁵⁵				878			Huang1992	
34109	Atsi	ant 1	the ant	pau⁵¹voʔ⁵⁵	p a u ⁵¹ + v o ʔ ⁵⁵				2954			Huang1992	
34110	Bola	ant 1	the ant	phə̆³¹ɣɔʔ³¹	pʰ ə̆ ³¹ + ɣ ɔ ʔ ³¹				2954			Huang1992	
34111	Lashi	ant 1	the ant	la³¹jɛt³¹	l a ³¹ + j ɛ t ³¹				879			Huang1992	
34112	Maru	ant 1	the ant	phə̆³¹ɣuk³¹	pʰ ə̆ ³¹ + ɣ u k ³¹				2954			Huang1992	
34113	Xiandao	ant 2	the ant	chaŋ³¹m̥an⁵⁵	cʰ a ŋ ³¹ + m̥ a n ⁵⁵				880			Huang1992	
34114	Bola	throw up / vomit v.	to vomit	tauʔ³¹	t a u ʔ ³¹				958			Huang1992	
34115	Achang_Longchuan	sun n	the sun	ni³¹mɔ³¹	n i ³¹ + m ɔ ³¹				83			Huang1992	
34116	Achang_Longchuan		the leaf	a³¹◦xʐoʔ⁵⁵	a ³¹ + xʐ o ʔ ⁵⁵				881			Huang1992	
34117	Atsi	sun n	the sun	pui⁵¹	p u i ⁵¹				882			Huang1992	
34118	Rangoon		the meat	ɑ⁵³tθɑ⁵⁵	ɑ ⁵³ + tθ ɑ ⁵⁵				10227			Huang1992	
34119	Bola	sun n	the sun	pui⁵⁵	p u i ⁵⁵				882			Huang1992	
34120	Lashi	hundred	hundred	ʃo̱³³	ʃ o̰ ³³				1133			Huang1992	
34121	Lashi	sun n	the sun	pei³¹	p e i ³¹				882			Huang1992	
34122	Maru	sun n	the sun	pa³¹	p a ³¹				882			Huang1992	
34123	Xiandao	sun n	the sun	n³¹mɔ³¹	n ³¹ + m ɔ ³¹				83			Huang1992	
34124	Maru	hundred	hundred	jɔ³¹	j ɔ ³¹				185			Huang1992	
34125	Xiandao	hundred	hundred	pak³⁵	p a k ³⁵				185			Huang1992	
34126	Lashi	come v.	to come	leː⁵⁵	l eː ⁵⁵				883			Huang1992	
34127	Achang_Longchuan	hundred	hundred	pak³⁵	p a k ³⁵				185			Huang1992	
34128	Xiandao	come v.	to come	lɔ⁵⁵	l ɔ ⁵⁵				883			Huang1992	
34129	Achang_Longchuan	hunt	to hunt	tɕhet⁵⁵tauʔ⁵⁵	tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵				885			Huang1992	
34130	Atsi	hunt	to hunt	ʃŏ²¹pik²¹	ʃ ŏ ²¹ + p i k ²¹				886			Huang1992	
34131	Bola	hunt	to hunt	ʃă³⁵pak³¹	ʃ ă ³⁵ + p a k ³¹				886			Huang1992	
34132	Achang_Longchuan	walk v.	to walk	so³¹	s o ³¹				887			Huang1992	
34133	Lashi	hunt	to hunt	ʃo⁵⁵pəː³¹	ʃ o ⁵⁵ + p əː ³¹				886			Huang1992	
34134	Achang_Longchuan	tail n	the tail	tɕhi³¹ȵaŋ³⁵	tɕʰ i ³¹ + nʲ a ŋ ³⁵				888			Huang1992	
34135	Atsi	tail n	the tail	ʃŏ²¹mji²¹	ʃ ŏ ²¹ + m j i ²¹				84			Huang1992	
34136	Achang_Longchuan	bad	bad	tɕa⁵⁵	tɕ a ⁵⁵				889			Huang1992	
34137	Bola	tail n	the tail	ʃă³⁵mi³¹	ʃ ă ³⁵ + m i ³¹				84			Huang1992	
34138	Atsi	bad	bad	then²¹	tʰ e n ²¹				486			Huang1992	
34139	Bola	bad	bad	a³¹kai⁵⁵	a ³¹ + k a i ⁵⁵				890			Huang1992	
34140	Achang_Longchuan	ant 2	the ant	tɕhi⁵⁵man⁵⁵	tɕʰ i ⁵⁵ + m a n ⁵⁵				891			Huang1992	
34141	Lashi	bad	bad	pjɔːʔ³¹	p j ɔː ʔ ³¹				892			Huang1992	
34142	Maru	bad	bad	kɔi³⁵	k ɔ i ³⁵				890			Huang1992	
34143	Xiandao	bad	bad	n³¹cɛ⁵⁵	n ³¹ + c ɛ ⁵⁵				893			Huang1992	
34144	Maru	tail n	the tail	ʃɔ̆³⁵mji³¹	ʃ ɔ̆ ³⁵ + m j i ³¹				84			Huang1992	
34145	Xiandao	tail n	the tail	n̥i³¹tʂhɔ³¹	n̥ i ³¹ + ʈʂʰ ɔ ³¹				895			Huang1992	
34146	Atsi	bamboo	the bamboo	va²¹	v a ²¹				501			Huang1992	
34147	Bola	bamboo	the bamboo	va³¹	v a ³¹				501			Huang1992	
34148	Achang_Longchuan	high / tall	high / tall	m̥ʐaŋ⁵⁵	m̥ ʐ a ŋ ⁵⁵				896			Huang1992	
34149	Lashi	bamboo	the bamboo	wo³³	w o ³³				501			Huang1992	
34150	Maru	bamboo	the bamboo	vɔ³⁵	v ɔ ³⁵				501			Huang1992	
34151	Bola	high / tall	high / tall	mjɔ̱̃⁵⁵	m j ɔ̰̃ ∼ ⁵⁵				896			Huang1992	
34152	Xiandao	straight	straight	ʂa³¹	ʂ a ³¹	bad concept			897			Huang1992	
34153	Lashi	high / tall	high / tall	mja̱ːŋ³³	m j a̰ː ŋ ³³				896			Huang1992	
34154	Maru	high / tall	high / tall	mjɔ̃³¹	m j ɔ̃ ∼ ³¹				896			Huang1992	
34155	Xiandao	high / tall	high / tall	m̥ʐaŋ⁵⁵	m̥ ʐ a ŋ ⁵⁵				896			Huang1992	
34156	Achang_Longchuan	ten num	ten	tɕhe⁵⁵	tɕʰ e ⁵⁵				898			Huang1992	
34157	Atsi	ten num	ten	tshe⁵¹	tsʰ e ⁵¹				898			Huang1992	
34158	Bola	ten num	ten	tă³¹thai⁵⁵	t ă ³¹ + tʰ a i ⁵⁵				898			Huang1992	
34159	Lashi	ten num	ten	tă³¹tshe³³	t ă ³¹ + tsʰ e ³³				898			Huang1992	
34160	Maru	ten num	ten	tshɛ³¹	tsʰ ɛ ³¹				898			Huang1992	
